Name,Type,Start Time,Elapsed Time,Start Direction,End Direction,Crashed,Dead
27039,True,167810.0,15.5,North,South,0,0
27040,True,167810.0,18.5,East,West,0,0
27041,True,167811.5,20.0,South,North,0,0
27042,True,167813.0,21.5,West,East,0,0
27043,True,167821.0,16.5,North,South,0,0
27044,True,167821.5,19.0,East,West,0,0
27045,True,167832.0,15.5,South,North,0,0
27046,True,167836.5,17.5,East,North,0,0
27047,True,167848.0,15.5,South,North,0,0
27048,False,167861.0,13.5,East,West,0,0
27049,True,167862.5,15.5,West,East,0,0
27050,True,167866.5,15.5,South,North,0,0
27051,True,167872.5,17.5,East,North,0,0
27052,True,167873.0,20.0,West,East,0,0
27053,True,167878.5,19.5,North,West,0,0
27054,True,167882.0,19.0,South,North,0,0
27055,True,167890.5,15.5,North,South,0,0
27056,True,167898.0,37.5,South,East,1,0
27057,True,167900.0,38.5,West,East,0,0
27059,False,167914.5,33.5,South,North,0,0
27058,True,167914.0,39.0,West,North,0,0
27060,True,167915.0,61.0,East,West,1,0
27061,True,167937.5,41.5,North,South,0,0
27062,False,167946.5,36.5,West,South,0,0
27063,True,167948.0,38.0,South,North,0,0
27064,False,167951.5,38.5,North,West,0,0
27065,True,167987.5,15.5,South,North,0,0
27066,True,167988.0,20.0,East,South,0,0
27067,True,168000.0,15.5,North,South,0,0
27068,True,168004.0,15.5,East,West,0,0
27069,True,168012.5,35.5,North,South,1,0
27070,True,168014.0,39.0,East,South,0,0
27071,True,168025.5,35.5,South,North,0,0
27072,False,168059.0,13.5,South,North,0,0
27073,True,168063.0,17.5,North,West,0,0
27074,True,168065.0,18.5,West,East,0,0
27075,True,168070.0,18.5,East,South,0,0
27076,False,168076.5,14.0,South,North,0,0
27077,True,168083.0,15.5,North,South,0,0
27078,True,168089.0,15.5,East,West,0,0
27079,True,168091.0,16.5,West,East,0,0
27080,True,168091.5,19.0,South,North,0,0
27081,True,168097.5,18.0,North,East,0,0
27082,True,168099.0,19.5,East,West,0,0
27083,True,168104.5,17.0,South,North,0,0
27084,True,168110.0,15.5,East,West,0,0
27085,True,168113.0,15.5,West,East,0,0
27086,False,168124.5,15.5,West,North,0,0
27087,True,168128.0,17.5,South,West,0,0
27089,False,168138.0,13.5,East,West,0,0
27088,True,168138.0,16.5,North,South,0,0
27090,True,168139.5,18.0,West,East,0,0
27091,True,168143.5,19.0,South,West,0,0
27092,True,168148.5,37.0,North,South,1,0
27093,True,168156.0,37.5,West,South,0,0
27094,False,168162.5,33.5,North,South,0,0
27095,True,168164.5,35.5,East,West,0,0
27096,True,168194.5,15.5,East,West,0,0
27097,True,168200.0,15.5,South,North,0,0
27098,True,168201.0,19.5,West,North,0,0
27099,True,168205.5,18.0,East,West,0,0
27100,True,168212.0,15.5,South,North,0,0
27101,True,168213.0,19.5,North,West,0,0
27102,False,168222.0,13.5,South,North,0,0
27103,True,168224.5,17.5,West,North,0,0
27104,False,168241.0,13.5,West,East,0,0
27105,False,168242.5,16.0,North,East,0,0
27106,True,168247.5,15.5,East,West,0,0
27107,True,168247.5,38.5,South,North,1,0
27108,True,168252.5,36.5,West,East,0,0
27109,True,168259.0,57.5,South,East,1,0
27110,True,168262.0,57.5,North,South,0,0
27111,False,168293.5,35.5,North,East,0,0
27112,True,168296.0,36.0,East,West,0,0
27113,True,168319.5,35.5,West,East,1,0
27114,True,168326.5,35.5,North,South,0,0
27115,True,168330.0,37.5,East,South,0,0
27116,True,168334.5,38.0,West,North,0,0
27117,True,168360.5,15.5,East,West,0,0
27118,True,168367.5,17.5,South,West,0,0
27119,True,168368.0,20.0,West,East,0,0
27120,True,168374.5,16.5,North,South,0,0
27121,False,168378.0,15.0,South,North,0,0
27122,True,168384.5,15.5,West,East,0,0
27123,True,168388.5,35.5,North,South,1,0
27124,True,168390.0,37.0,South,North,0,0
27125,True,168395.5,35.5,East,West,0,0
27126,False,168400.5,33.5,South,North,0,0
27127,True,168403.0,35.5,West,East,0,0
27128,True,168427.0,17.5,North,West,0,0
27129,False,168431.5,15.0,South,North,0,0
27130,True,168434.0,17.5,East,North,0,0
27131,True,168434.0,20.5,West,East,0,0
27132,True,168444.0,17.5,South,West,0,0
27133,True,168445.5,19.0,North,South,0,0
27134,True,168445.5,24.0,West,North,0,0
27135,True,168450.0,22.5,East,West,0,0
27136,True,168458.0,17.5,West,East,0,0
27137,True,168465.0,15.5,East,West,0,0
27138,True,168465.0,20.5,South,West,0,0
27139,True,168468.5,22.0,North,East,0,0
27140,True,168480.0,37.5,North,West,1,0
27141,True,168483.0,37.5,West,East,0,0
27142,True,168492.5,37.5,East,North,0,0
27143,False,168495.5,36.5,North,South,0,0
27144,True,168519.0,18.0,South,West,0,0
27145,True,168524.0,18.0,West,North,0,0
27146,True,168525.0,20.0,East,West,0,0
27147,True,168526.0,22.0,North,South,0,0
27148,True,168534.5,16.5,West,East,0,0
27149,False,168541.0,15.5,East,South,0,0
27150,True,168541.5,18.0,South,North,0,0
27151,True,168542.0,20.5,North,South,0,0
27152,True,168552.5,17.5,East,South,0,0
27153,True,168557.5,15.5,West,East,0,0
27154,True,168560.0,16.0,South,North,0,0
27155,True,168570.0,17.5,West,South,0,0
27156,True,168574.0,16.5,North,South,0,0
27157,True,168574.0,19.5,South,North,0,0
27158,True,168584.5,15.5,East,West,0,0
27159,True,168588.5,15.5,North,South,0,0
27160,True,168597.5,15.5,West,East,0,0
27161,True,168605.5,15.5,South,North,0,0
27162,True,168609.5,15.5,West,East,0,0
27163,True,168610.0,18.0,East,West,0,0
27164,True,168623.0,17.5,West,North,0,0
27165,True,168624.5,19.0,East,West,0,0
27166,True,168628.5,18.0,North,South,0,0
27167,True,168630.5,21.0,South,West,0,0
27168,True,168639.0,15.5,West,East,0,0
27169,True,168646.0,15.5,East,West,0,0
27170,True,168649.5,15.5,South,North,0,0
27171,True,168652.0,16.0,North,South,0,0
27172,True,168660.5,15.5,West,East,0,0
27173,True,168664.5,15.5,East,West,0,0
27174,True,168671.5,15.5,North,South,0,0
27175,True,168678.0,17.5,West,South,0,0
27176,True,168683.0,15.5,North,South,0,0
27177,True,168698.5,15.5,East,West,0,0
27178,True,168701.0,16.0,West,East,0,0
27179,True,168709.0,15.5,South,North,0,0
27180,True,168716.0,17.5,East,North,0,0
27181,False,168721.0,14.5,North,South,0,0
27182,True,168727.0,17.5,East,South,0,0
27183,True,168732.5,17.5,West,North,0,0
27184,True,168736.5,18.5,North,East,0,0
27185,True,168736.5,21.5,South,North,0,0
27186,True,168746.5,15.5,West,East,0,0
27187,True,168747.5,17.5,North,South,0,0
27188,True,168758.0,15.5,South,North,0,0
27189,True,168758.5,18.0,East,West,0,0
27190,True,168773.0,15.5,North,South,0,0
27191,True,168776.5,17.5,West,South,0,0
27192,True,168786.5,17.5,South,West,0,0
27193,True,168789.5,17.5,East,West,0,0
27194,True,168791.5,18.5,North,South,0,0
27195,True,168802.5,15.5,West,East,0,0
27196,True,168812.0,15.5,East,West,0,0
27197,True,168813.0,37.5,West,East,1,0
27199,False,168815.5,37.0,South,North,0,0
27198,True,168815.5,40.0,North,South,0,0
27200,True,168825.0,35.5,East,West,0,0
27201,True,168827.0,38.5,West,South,0,0
27202,True,168851.5,19.0,North,East,0,0
27203,True,168860.0,17.5,South,East,0,0
27204,True,168862.5,18.0,West,East,0,0
27205,True,168867.5,16.0,East,West,0,0
27206,True,168874.5,15.5,South,North,0,0
27207,True,168875.0,18.0,North,South,0,0
27208,True,168883.0,37.5,East,North,1,0
27209,True,168887.0,38.5,North,East,0,0
27210,True,168891.5,39.0,South,West,0,0
27211,True,168894.5,39.0,West,East,0,0
27212,True,168897.5,41.0,North,West,0,0
27213,True,168922.5,19.0,East,West,0,0
27214,True,168932.5,17.5,North,East,0,0
27215,False,168941.0,13.5,East,West,0,0
27216,True,168943.0,17.5,North,East,0,0
27217,True,168943.5,22.0,South,East,0,0
27218,True,168945.5,23.0,West,East,0,0
27219,True,168957.5,15.5,North,South,0,0
27220,True,168958.0,20.0,East,South,0,0
27221,True,168977.0,17.5,East,South,0,0
27222,False,168978.5,20.0,South,West,0,0
27223,True,168979.0,22.5,West,East,0,0
27224,True,168988.0,18.5,North,West,0,0
27225,True,168999.0,15.5,North,South,0,0
27226,True,169002.0,15.5,East,West,0,0
27227,True,169005.0,15.5,South,North,0,0
27228,True,169015.0,15.5,North,South,0,0
27229,True,169018.0,15.5,West,East,0,0
27230,True,169019.0,17.5,South,North,0,0
27231,False,169025.0,13.5,North,South,0,0
27232,True,169027.5,37.5,East,South,1,0
27233,True,169034.0,37.5,West,North,0,0
27234,True,169037.0,37.5,South,North,0,0
27235,True,169072.0,15.5,West,East,0,0
27236,True,169072.5,18.0,North,South,0,0
27237,False,169078.0,14.5,South,North,0,0
27238,True,169082.0,15.5,West,East,0,0
27239,True,169095.5,17.5,West,South,0,0
27240,True,169097.0,19.0,North,South,0,0
27241,True,169104.0,15.5,South,North,0,0
27242,True,169107.0,17.5,East,South,0,0
27243,True,169118.0,15.5,West,East,0,0
27244,True,169118.5,38.0,North,South,1,0
27245,True,169124.0,35.5,East,West,0,0
27246,True,169134.0,35.5,North,South,0,0
27247,True,169161.0,15.5,South,North,0,0
27248,True,169173.5,15.5,West,East,0,0
27249,True,169179.5,17.5,North,West,0,0
27250,True,169191.5,17.5,East,South,0,0
27251,True,169193.5,18.5,North,South,0,0
27252,True,169205.0,17.5,North,East,0,0
27253,True,169205.0,20.5,West,East,0,0
27254,False,169207.0,20.5,South,North,0,0
27255,True,169213.5,19.0,East,South,0,0
27257,False,169219.0,17.5,West,South,0,0
27256,True,169219.0,20.5,North,South,0,0
27258,True,169227.0,15.5,East,West,0,0
27259,False,169234.5,15.5,West,South,0,0
27260,True,169237.0,18.0,North,East,0,0
27261,True,169239.0,19.0,South,North,0,0
27262,True,169240.5,20.5,East,West,0,0
27263,True,169247.5,18.5,North,West,0,0
27264,True,169255.0,15.5,East,West,0,0
27265,True,169260.5,15.5,South,North,0,0
27266,True,169264.0,15.5,West,East,0,0
27267,True,169265.5,17.0,North,South,0,0
27268,False,169280.5,15.5,North,West,0,0
27269,False,169287.5,13.5,West,East,0,0
27270,False,169297.0,15.5,East,South,0,0
27271,True,169298.0,17.5,West,East,0,0
27272,True,169308.0,15.5,West,East,0,0
27273,True,169311.0,15.5,East,West,0,0
27274,False,169317.0,13.5,South,North,0,0
27275,True,169318.0,15.5,North,South,0,0
27276,True,169320.5,16.0,West,East,0,0
27277,True,169329.0,15.5,East,West,0,0
27278,True,169332.0,15.5,South,North,0,0
27279,False,169334.5,15.0,North,South,0,0
27280,False,169344.0,13.5,East,West,0,0
27281,True,169344.0,18.5,South,East,0,0
27282,True,169355.0,15.5,East,West,0,0
27283,True,169355.5,18.0,West,East,0,0
27284,True,169356.5,20.0,South,North,0,0
27286,False,169368.0,15.5,East,South,0,0
27285,True,169367.0,19.5,West,East,0,0
27287,False,169375.0,13.5,South,North,0,0
27288,True,169378.0,15.5,North,South,0,0
27289,True,169385.0,15.5,South,North,0,0
27290,True,169387.5,18.0,West,South,0,0
27291,True,169388.5,20.0,East,West,0,0
27292,True,169395.0,16.5,South,North,0,0
27293,True,169398.5,18.0,North,West,0,0
27294,True,169400.0,21.5,West,South,0,0
27295,True,169404.5,20.0,East,West,0,0
27296,True,169409.0,20.5,South,East,0,0
27297,False,169414.5,17.0,North,South,0,0
27298,True,169415.0,19.5,West,East,0,0
27299,True,169419.5,20.0,East,North,0,0
27300,True,169422.0,20.5,South,North,0,0
27301,True,169431.5,15.5,East,West,0,0
27302,True,169437.5,17.5,North,East,0,0
27303,True,169438.0,22.0,South,East,0,0
27304,True,169443.0,20.0,East,West,0,0
27305,True,169445.5,20.5,West,East,0,0
27306,True,169454.5,15.5,South,North,0,0
27307,True,169456.0,17.0,East,West,0,0
27308,True,169459.5,16.5,West,East,0,0
27309,True,169460.5,20.5,North,East,0,0
27310,True,169468.5,15.5,South,North,0,0
27311,False,169473.0,13.5,West,East,0,0
27312,True,169478.0,15.5,East,West,0,0
27313,True,169492.5,17.5,South,West,0,0
27314,True,169494.5,20.5,West,South,0,0
27315,True,169505.5,17.5,South,East,0,0
27316,True,169508.0,18.0,West,East,0,0
27317,True,169509.0,20.0,North,South,0,0
27318,True,169511.0,21.0,East,West,0,0
27319,True,169515.5,19.5,South,North,0,0
27320,True,169519.5,18.5,North,South,0,0
27321,False,169521.5,18.5,East,West,0,0
27322,True,169531.0,17.5,North,West,0,0
27323,False,169534.5,16.0,West,East,0,0
27324,True,169542.5,15.5,South,North,0,0
27325,True,169545.5,15.5,West,East,0,0
27326,True,169552.5,15.5,South,North,0,0
27327,True,169554.0,17.0,North,South,0,0
27328,True,169557.0,17.0,West,East,0,0
27329,True,169564.0,35.5,North,South,1,0
27330,True,169567.0,35.5,South,North,0,0
27331,True,169573.5,37.5,West,South,0,0
27332,True,169602.5,15.5,North,South,0,0
27333,True,169613.5,17.5,West,South,0,0
27334,True,169616.5,17.5,South,North,0,0
27335,True,169621.5,15.5,East,West,0,0
27336,False,169627.0,13.5,West,East,0,0
27337,True,169630.5,15.5,North,South,0,0
27338,True,169636.5,15.5,East,West,0,0
27339,True,169643.5,15.5,North,South,0,0
27340,True,169647.5,17.5,South,East,0,0
27341,True,169659.0,15.5,North,South,0,0
27342,False,169662.0,14.5,East,West,0,0
27343,True,169669.5,17.5,South,East,0,0
27345,False,169670.5,18.5,West,East,0,0
27344,True,169670.5,23.5,North,West,0,0
27346,True,169681.0,16.0,South,North,0,0
27347,False,169682.5,16.5,West,East,0,0
27348,False,169683.0,18.0,North,South,0,0
27349,True,169693.0,37.5,South,East,1,0
27350,True,169696.0,37.5,East,West,0,0
27351,True,169701.0,55.5,North,South,1,0
27352,True,169708.5,55.5,West,East,0,0
27353,True,169734.5,37.5,East,South,0,0
27354,False,169760.0,16.0,South,West,0,0
27355,False,169762.0,16.0,North,South,0,0
27356,False,169764.5,17.5,West,South,0,0
27357,True,169768.5,16.5,East,West,0,0
27358,True,169778.5,17.5,North,West,0,0
27359,True,169779.5,19.5,East,West,0,0
27360,True,169782.0,20.0,South,North,0,0
27361,True,169785.5,21.5,West,South,0,0
27362,True,169796.5,15.5,North,South,0,0
27363,True,169797.0,18.0,East,West,0,0
27364,True,169802.5,15.5,South,North,0,0
27365,True,169810.0,15.5,East,West,0,0
27366,True,169811.5,19.0,West,South,0,0
27367,True,169817.0,18.5,North,East,0,0
27368,True,169823.5,15.5,South,North,0,0
27369,True,169824.5,17.5,West,East,0,0
27370,True,169834.5,15.5,South,North,0,0
27371,True,169836.0,39.0,West,South,1,0
27372,True,169842.0,38.0,North,West,0,0
27373,True,169847.0,38.0,East,North,0,0
27374,False,169848.5,40.5,South,West,0,0
27375,False,169853.0,38.0,West,East,0,0
27376,False,169854.5,38.5,North,South,0,0
27377,True,169880.0,18.0,South,West,0,0
27378,True,169885.5,15.5,West,East,0,0
27379,True,169889.5,17.5,East,South,0,0
27380,True,169890.5,19.5,South,North,0,0
27381,True,169892.0,23.0,North,West,0,0
27382,True,169904.0,15.5,West,East,0,0
27383,True,169913.0,15.5,South,North,0,0
27384,True,169916.5,15.5,East,West,0,0
27385,True,169918.0,19.0,West,North,0,0
27386,True,169919.0,21.0,North,South,0,0
27387,True,169929.0,15.5,West,East,0,0
27388,True,169929.5,18.0,North,South,0,0
27389,True,169951.5,17.5,South,West,0,0
27390,True,169952.0,20.0,East,West,0,0
27391,True,169957.5,19.5,North,West,0,0
27392,False,169961.5,17.5,West,East,0,0
27393,True,169968.0,15.5,South,North,0,0
27394,True,169971.5,37.5,East,North,1,0
27395,True,169975.0,39.0,West,South,0,0
27396,True,169977.0,42.0,North,East,0,0
27397,True,169984.0,38.0,South,North,0,0
27398,True,170009.5,17.5,West,North,0,0
27399,True,170015.5,15.5,South,North,0,0
27400,True,170020.5,17.5,North,East,0,0
27401,True,170022.0,21.0,West,South,0,0
27402,True,170029.0,17.0,East,West,0,0
27403,True,170035.5,17.5,South,West,0,0
27404,True,170040.0,18.0,North,East,0,0
27405,True,170041.5,19.5,West,East,0,0
27406,True,170051.5,15.5,West,East,0,0
27407,True,170054.0,16.0,South,North,0,0
27408,True,170057.5,15.5,East,West,0,0
27409,True,170063.0,15.5,North,South,0,0
27410,False,170066.5,14.0,West,East,0,0
27411,True,170069.5,17.5,South,East,0,0
27412,True,170074.0,16.0,East,West,0,0
27413,True,170077.5,15.5,West,East,0,0
27414,True,170085.5,15.5,East,West,0,0
27415,True,170087.5,16.5,South,North,0,0
27416,True,170087.5,19.5,West,East,0,0
27417,True,170094.5,15.5,North,South,0,0
27418,True,170098.0,15.5,South,North,0,0
27419,True,170104.5,15.5,North,South,0,0
27420,True,170110.5,15.5,East,West,0,0
27421,True,170116.5,15.5,West,East,0,0
27422,True,170117.5,17.5,North,South,0,0
27423,False,170123.5,13.5,South,North,0,0
27424,True,170132.0,15.5,North,South,0,0
27425,True,170142.0,15.5,South,North,0,0
27426,True,170143.0,17.5,North,South,0,0
27427,True,170144.0,19.5,West,East,0,0
27428,True,170149.0,17.5,East,West,0,0
27429,True,170152.5,17.0,South,North,0,0
27430,True,170159.5,15.5,West,East,0,0
27431,True,170163.5,15.5,South,North,0,0
27432,True,170164.5,17.5,East,West,0,0
27433,True,170165.0,22.0,North,East,0,0
27434,True,170175.5,17.5,East,South,0,0
27435,True,170188.5,15.5,West,East,0,0
27436,True,170199.0,17.5,North,East,0,0
27437,True,170210.0,17.5,East,North,0,0
27438,True,170219.0,15.5,West,East,0,0
27439,True,170226.5,17.5,East,South,0,0
27440,False,170230.5,15.5,West,East,0,0
27441,True,170237.0,15.5,South,North,0,0
27442,True,170239.5,16.0,North,South,0,0
27443,True,170241.5,17.0,West,East,0,0
27444,True,170253.5,15.5,West,East,0,0
27445,True,170259.5,17.5,South,East,0,0
27446,True,170262.5,19.5,North,East,0,0
27447,True,170266.5,18.5,West,East,0,0
27448,True,170270.5,17.5,East,West,0,0
27449,True,170271.0,20.0,South,North,0,0
27450,True,170275.5,18.5,North,South,0,0
27451,True,170281.0,18.0,West,South,0,0
27452,True,170282.5,21.5,East,South,0,0
27453,True,170285.5,21.5,North,South,0,0
27454,True,170287.0,43.0,South,North,1,0
27455,True,170292.0,41.0,West,East,0,0
27456,True,170299.5,36.5,South,North,0,0
27457,False,170306.5,33.5,West,East,0,0
27458,False,170308.0,34.0,North,South,0,0
27459,True,170309.5,35.5,South,North,0,0
27460,True,170335.5,37.5,East,South,1,0
27461,True,170336.5,41.5,West,North,0,0
27462,True,170338.5,42.5,North,South,0,0
27463,True,170343.0,61.0,South,North,1,0
27464,True,170350.0,57.0,West,East,0,0
27465,False,170373.5,37.5,East,North,0,0
27466,True,170376.0,38.0,South,North,0,0
27467,False,170409.5,13.5,South,North,0,0
27468,True,170409.5,16.5,West,East,0,0
27469,True,170415.5,17.5,North,East,0,0
27470,True,170415.5,20.5,East,West,0,0
27472,False,170420.0,18.0,South,North,0,0
27471,True,170419.5,23.5,West,North,0,0
27473,True,170429.0,17.0,North,South,0,0
27474,True,170436.0,15.5,East,West,0,0
27475,True,170436.0,20.5,West,South,0,0
27476,True,170444.0,15.5,South,North,0,0
27477,True,170446.5,16.0,North,South,0,0
27478,True,170457.0,17.5,South,West,0,0
27479,True,170466.5,15.5,North,South,0,0
27480,True,170470.0,15.5,East,West,0,0
27481,True,170478.5,15.5,West,East,0,0
27482,False,170480.5,17.5,North,West,0,0
27483,True,170482.5,20.5,East,North,0,0
27484,True,170483.0,25.0,South,East,0,0
27485,True,170495.0,16.0,North,South,0,0
27486,True,170501.5,15.5,East,West,0,0
27487,False,170503.0,16.0,West,East,0,0
27488,True,170506.5,17.5,North,West,0,0
27489,True,170515.5,137.5,South,West,1,1
27490,True,170517.5,140.5,East,South,0,0
27491,True,170521.0,140.0,West,East,0,0
27492,False,170528.5,134.5,North,South,0,0
27493,True,170529.0,137.0,South,North,0,0
27494,True,170530.5,138.5,East,West,0,0
27495,True,170658.0,17.5,West,North,0,0
27496,False,170661.0,18.5,East,North,0,0
27497,True,170665.5,19.0,South,East,0,0
27498,False,170669.5,19.0,North,East,0,0
27499,True,170681.5,15.5,East,West,0,0
27500,True,170682.5,137.5,North,South,1,1
27501,True,170685.5,137.5,West,East,0,0
27502,True,170694.5,137.5,South,East,0,0
27503,True,170695.0,140.0,East,West,0,0
27504,True,170820.5,39.5,West,South,1,0
27505,True,170825.0,60.0,South,East,1,0
27506,False,170830.5,58.5,West,South,0,0
27507,True,170835.0,57.0,South,North,0,0
27508,True,170839.0,58.0,North,East,0,0
27509,True,170885.0,15.5,South,North,0,0
27511,False,170891.0,13.5,East,West,0,0
27510,True,170890.5,17.0,West,East,0,0
27512,True,170895.0,15.5,North,South,0,0
27513,True,170901.5,17.5,West,South,0,0
27514,False,170908.5,15.5,South,West,0,0
27515,True,170909.0,18.0,North,South,0,0
27516,True,170914.5,17.5,East,North,0,0
27517,True,170914.5,20.5,West,East,0,0
27518,True,170925.0,15.5,South,North,0,0
27519,True,170931.0,15.5,West,East,0,0
27520,True,170932.0,37.5,North,South,1,0
27521,False,170935.0,38.5,South,East,0,0
27522,True,170944.5,35.5,West,East,0,0
27523,True,170948.0,35.5,North,South,0,0
27524,True,170971.0,15.5,East,West,0,0
27525,True,170977.5,17.5,West,North,0,0
27526,True,170978.5,19.5,South,North,0,0
27527,True,170985.0,16.0,North,South,0,0
27528,True,170986.0,20.0,East,North,0,0
27529,True,170990.5,18.5,West,East,0,0
27530,True,170992.0,20.0,South,North,0,0
27531,True,171001.0,15.5,North,South,0,0
27532,True,171002.0,17.5,South,North,0,0
27533,True,171003.5,19.0,East,West,0,0
27534,False,171011.0,15.5,West,South,0,0
27535,True,171018.5,17.5,South,East,0,0
27536,True,171019.0,20.0,East,West,0,0
27537,True,171023.5,18.5,West,East,0,0
27538,True,171030.0,15.5,East,West,0,0
27539,True,171034.0,15.5,West,East,0,0
27540,True,171039.5,15.5,South,North,0,0
27541,False,171045.5,13.5,North,South,0,0
27542,True,171050.0,15.5,East,West,0,0
27543,True,171064.5,15.5,West,East,0,0
27544,True,171068.5,15.5,North,South,0,0
27545,True,171070.5,18.5,East,North,0,0
27546,True,171071.0,41.0,South,North,1,0
27547,True,171082.0,35.5,North,South,0,0
27548,True,171082.0,38.5,West,East,0,0
27549,False,171085.5,39.0,South,West,0,0
27550,True,171086.0,41.5,East,West,0,0
27552,False,171120.5,13.5,West,East,0,0
27551,True,171120.5,18.5,East,South,0,0
27553,True,171123.0,19.0,North,South,0,0
27554,True,171130.5,17.5,South,East,0,0
27555,True,171132.0,19.0,West,East,0,0
27556,True,171134.0,20.0,East,West,0,0
27557,True,171138.0,19.0,North,South,0,0
27558,True,171142.0,18.0,West,East,0,0
27559,True,171143.5,19.5,South,North,0,0
27560,True,171150.0,16.0,North,South,0,0
27561,True,171155.5,137.5,East,North,1,1
27562,True,171165.5,135.5,North,South,0,0
27563,False,171295.5,13.5,North,South,0,0
27564,True,171297.5,15.5,East,West,0,0
27565,True,171298.5,39.5,South,West,1,0
27566,True,171305.0,38.0,West,North,0,0
27567,False,171310.5,34.5,North,South,0,0
27568,True,171311.5,38.5,South,East,0,0
27569,True,171316.5,36.5,West,East,0,0
27570,True,171345.5,15.5,East,West,0,0
27571,True,171351.5,17.5,North,East,0,0
27572,True,171353.0,21.0,West,North,0,0
27573,True,171355.5,23.5,South,West,0,0
27574,True,171359.5,22.5,East,West,0,0
27575,True,171364.0,21.0,North,South,0,0
27576,True,171365.5,22.5,South,North,0,0
27577,True,171372.0,19.0,West,East,0,0
27578,True,171374.5,21.5,East,North,0,0
27579,False,171376.0,22.0,North,South,0,0
27580,True,171379.5,23.5,South,West,0,0
27581,True,171389.5,18.5,North,West,0,0
27582,True,171398.0,15.5,East,West,0,0
27583,True,171399.5,19.0,North,East,0,0
27584,False,171404.5,16.0,South,North,0,0
27585,True,171414.5,17.5,West,North,0,0
27586,True,171423.5,15.5,East,West,0,0
27587,True,171436.0,17.5,West,South,0,0
27588,True,171438.0,20.5,South,West,0,0
27589,True,171440.5,21.0,North,South,0,0
27590,True,171443.0,23.5,East,South,0,0
27591,True,171450.5,19.0,West,East,0,0
27592,True,171463.0,15.5,South,North,0,0
27593,False,171469.5,13.5,North,South,0,0
27594,True,171470.0,16.0,West,East,0,0
27595,True,171472.0,17.0,East,West,0,0
27596,True,171481.0,17.5,South,West,0,0
27597,True,171487.5,17.5,North,West,0,0
27598,True,171488.5,21.5,East,North,0,0
27599,True,171495.5,19.5,South,West,0,0
27600,True,171497.0,21.0,West,East,0,0
27601,True,171498.5,22.5,North,South,0,0
27602,False,171512.5,15.5,East,North,0,0
27603,True,171513.0,18.0,South,North,0,0
27604,True,171515.0,21.0,West,South,0,0
27605,True,171524.5,17.5,North,East,0,0
27606,False,171525.5,20.5,South,West,0,0
27607,True,171538.5,15.5,West,East,0,0
27608,True,171539.0,18.0,East,West,0,0
27609,True,171539.5,20.5,South,North,0,0
27610,True,171549.0,15.5,East,West,0,0
27611,True,171549.0,18.5,West,East,0,0
27612,True,171550.5,20.0,North,South,0,0
27613,True,171550.5,23.0,South,North,0,0
27614,True,171559.0,17.5,East,West,0,0
27615,True,171559.5,20.0,West,East,0,0
27617,False,171565.5,16.0,North,South,0,0
27616,True,171565.0,19.5,South,North,0,0
27618,True,171569.5,18.0,East,West,0,0
27619,True,171578.0,17.5,South,East,0,0
27620,True,171587.0,15.5,East,West,0,0
27621,True,171588.5,17.0,West,East,0,0
27622,True,171590.5,18.0,North,South,0,0
27623,True,171603.0,15.5,East,West,0,0
27624,True,171603.0,18.5,South,North,0,0
27625,True,171607.5,17.0,North,South,0,0
27626,True,171624.0,17.5,West,South,0,0
27627,False,171630.5,13.5,North,South,0,0
27628,True,171640.0,17.5,East,North,0,0
27629,True,171641.5,19.0,South,North,0,0
27630,True,171658.5,15.5,East,West,0,0
27631,True,171667.5,15.5,West,East,0,0
27632,True,171668.0,18.0,North,South,0,0
27633,True,171674.5,15.5,South,North,0,0
27634,True,171679.0,17.5,North,West,0,0
27635,True,171693.0,17.5,North,East,0,0
27636,True,171694.0,19.5,West,East,0,0
27637,True,171699.5,17.0,East,West,0,0
27638,True,171704.0,15.5,South,North,0,0
27639,True,171711.5,17.5,West,South,0,0
27640,False,171716.0,15.0,North,South,0,0
27641,True,171716.0,18.0,South,North,0,0
27642,False,171722.5,13.5,East,West,0,0
27643,True,171728.0,15.5,South,North,0,0
27644,True,171731.5,15.5,North,South,0,0
27645,True,171734.5,17.5,West,North,0,0
27646,True,171735.5,19.5,East,West,0,0
27647,True,171741.5,18.5,North,West,0,0
27648,True,171743.5,19.5,South,North,0,0
27649,True,171745.0,21.0,West,East,0,0
27650,False,171750.0,20.0,East,South,0,0
27651,True,171754.0,21.0,South,East,0,0
27652,True,171761.0,17.0,West,East,0,0
27653,True,171766.5,15.5,East,West,0,0
27654,True,171768.0,17.0,North,South,0,0
27655,True,171777.5,17.5,West,South,0,0
27656,True,171778.0,40.0,South,North,1,0
27657,False,171785.0,35.0,North,South,0,0
27658,True,171788.5,37.5,West,South,0,0
27659,True,171792.5,36.5,East,West,0,0
27660,True,171819.5,15.5,South,North,0,0
27661,True,171826.5,17.5,North,East,0,0
27662,True,171826.5,22.5,East,North,0,0
27663,True,171833.5,18.5,South,North,0,0
27664,True,171836.5,18.5,North,South,0,0
27665,True,171837.0,21.0,East,West,0,0
27666,True,171838.5,22.5,West,East,0,0
27667,True,171848.0,16.0,North,South,0,0
27668,True,171853.5,15.5,West,East,0,0
27669,True,171860.5,15.5,East,West,0,0
27670,True,171865.5,17.5,West,North,0,0
27671,True,171873.0,15.5,South,North,0,0
27672,True,171877.0,15.5,West,East,0,0
